Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Estate Address,Estate Phone,Estate Email,Owner Entity,Directory Owner Address,Directory Owner Phone,Directory Owner Email,CEO Name,CEO Phone,CEO Email,HQ City,Scraped HQ Name,Scraped HQ Address,Scraped HQ PIN Code,Scraped HQ Phone,Scraped HQ Website,Latitude,Longitude,Place ID,Google Maps URL,HQ Match Status
119,"MARGARET'S HOPE","E-47","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",778.1,361,"ITA","PO-TUNG,DIST-DARJEELING,WB","9434046957","","AMGOORIE INDIA LIMITED","CAMALLIA HOUSE,14,, GURUSADAY ROAD, KOLKATA-19","033 2287 3067","ansingh@goodricke.com","A N SINGH","033 2287 3067","ansingh@goodricke.com","Kolkata","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,"ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","matched"
120,"NORTH TUKVAR","2463","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",516.98,195.48,"DTA","P.O. DARJEELING - 434 101","9647700815","aloksharma66@gmail.com","NORTH TUKVAR TEA CO. LTD.","INDUSTRY HOUSE, 15TH FLOOR,, 10, CAMAC STREET, KOLKATA -, 700 017.","03322827531/34","dpm@jayshreetea.com","D.P. MAHESHWARI","03322827531/34","dpm@jayshreetea.com","Kolkata","North Tukvar Tea Company Limited","Industry House, North Tukvar Tea Company Limited, 10, Camac St, Elgin, Kolkata, West Bengal 700071","700071","","",22.5429034,88.3512348,"ChIJ__8DqBd3AjoRY5NSSoyOo4A","https://maps.google.com/maps/preview/place/Industry+House,+North+Tukvar+Tea+Company+Limited,+10,+Camac+St,+Elgin,+Kolkata,+West+Bengal+700071/@22.5429034,88.3512348,3685a,13.1y/data=!4m2!3m1!1s0x3a027717a803ffff:0x80a38e8c4a529363","matched"
121,"NURBONG TEA ESTATE","218","Darjeeling Hills","DARJEELING","DARJEELING","Proprietorship",496.68,271.22,"TRA","P.O. NURBONG DIST. DARJEELING, WEST BENGAL","9733221506","nurbonggarden3@gmail.com","DARJEELING ORGANIC TEA","ESTATES PVT. LTD., 20 KOL BERTH HOBOKEN ROAD, KOLKATA, E-, Mail :krishnenduchatterjee@airtelblac, kberry.com","9001883165","","K.C. CHATTERJEE","9001883165","","Kolkata","Darjeeling Organictea Estates Private Limited.","Darjeeling Organictea Estates Private Limited., 4A, Camac St, Kankaria Estates, Elgin, Kolkata, West Bengal 700071","700071","","",22.5461514,88.3525057,"ChIJAQCQrRB3AjoRB2vc3jg_S8c","https://maps.google.com/maps/preview/place/Darjeeling+Organictea+Estates+Private+Limited.,+4A,+Camac+St,+Kankaria+Estates,+Elgin,+Kolkata,+West+Bengal+700071/@22.5461514,88.3525057,3685a,13.1y/data=!4m2!3m1!1s0x3a027710ad900001:0xc74b3f38dedc6b07","matched"
122,"OAKS TEA ESTATE","2094","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",175.33,138.91,"ITA","P.O. SONADA,DIST DARJEELING","03542481332","","S.K.AGARWAWAL","DEARS TEA CO. PVT. LTD., ,P.O. SONADA,DIST DARJEELING","03322832947","","MR MAHENDRA AGARWALA","03322832947","","Kolkata","S K Agrawal and Co Chartered Accountants LLP","S K Agrawal and Co Chartered Accountants LLP, Agrawal and Co Chartered Accountants LLP The chambers, S K, Rajdanga Main Rd, opposite Gitanjali Stadium, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107","700107","033 4008 9902","http://www.skagrawal.co.in/",22.5139207,88.3943671,"ChIJn3SOXqF3AjoRaZ355FewK38","https://maps.google.com/maps/preview/place/S+K+Agrawal+and+Co+Chartered+Accountants+LLP,+Agrawal+and+Co+Chartered+Accountants+LLP+The+chambers,+S+K,+Rajdanga+Main+Rd,+opposite+Gitanjali+Stadium,+Sector+E,+East+Kolkata+Twp,+Kolkata,+West+Bengal+700107/@22.5139207,88.3943671,3686a,13.1y/data=!4m2!3m1!1s0x3a0277a15e8e749f:0x7f2bb057e4f99d69","partial"
123,"ORANGE VALLEY TEA ESTATE","1959","Darjeeling Hills","DARJEELING","DARJEELING","Proprietorship",339.54,189.49,"TRA","P.O. RISHEEHAT DIST. DARJEELING, (WB)","9332037125","orangevalleyte@rediffmail.com","SS BAGARIA","12C SINHA ROAD FLAT NO. 6, SHYAMKUNJ KOLKATA- 71","03340140023","tea@bagaria.com","B.K. BIHANI","03340140023","tea@bagaria.com","Kolkata","Bagaria Trading Limited","4th Floor, Bagaria Trading Limited, 16, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2210 7789","https://nehaknots.com/",22.5773564,88.3490595,"ChIJe6yzIVN2AjoR81qGDvK97SI","https://www.google.com/maps/place/?q=place_id:ChIJe6yzIVN2AjoR81qGDvK97SI","partial"
124,"PANDAM","2063","Darjeeling Hills","DARJEELING","DARJEELING","Public Sector",381,131.32,"DTA","P.O. & DIST : DARJEELING","0354-2253070","webtea@vsnl.net","WEST BENGAL TEA","DEVELOPMENT CORPORATION, LTD., SHYAMKUNJ COMPLEX, 12B,, LORD SINHA ROAD, 3RD FLOOR,, FLAT NO. 21, KOLKATA - 700 071","033-22821284","webtea@vsnl.net","M. GUHA ROY","033-22821284","webtea@vsnl.net","Kolkata","Bengal Tea & Fabrics Limited","4th floor, Bengal Tea & Fabrics Limited, Century Tower, 45, Shakespeare Sarani, opposite Kala Mandir, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","700017","033 2283 6416","http://www.bengaltea.com/",22.544356,88.359584,"ChIJfUyjlB53AjoRZjL6zA2fa50","https://www.google.com/maps/place/?q=place_id:ChIJfUyjlB53AjoRZjL6zA2fa50","matched"
125,"PHOOBSERING TEA ESTATE","F8/3","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",510.15,235.77,"TRA","PHOOBSERING TEA ESTATE P.O:, LEBONG DIST: DARJEELING","9330619239","bdtphobseringte@yahoo.com","B.D. TEA ESTATES PVT. LTD.","BD TEA ESTATE PVT. LTD 229AJC BD T, BOSE ROAD KOLKATA700020","03322817486","bdtphobseringte@yahoo.com","B K TEBREWAL","03322817486","bdtphobseringte@yahoo.com","Kolkata","Halmira Estate Tea Private Limited","Halmira Estate Tea Private Limited, 23, Pankaj Mullick Sarani, near st.lawrence school, Garcha, Ballygunge, Kolkata, West Bengal 700019","700019","033 3502 5701","https://www.halmiratea.com/",22.5288479,88.355651,"ChIJM71Ogi93AjoRcc12reVUb24","https://www.google.com/maps/place/?q=place_id:ChIJM71Ogi93AjoRcc12reVUb24","matched"
126,"RISHEEHAT TEA ESTATE","2194","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",199.11,141.78,"DTA","PO.RISHEEHAT,DARJEELING","03542272119","risheehatteaestate@yahoo.in","JAYSHREE TEA & INDUSTRIES","LTD., 10,CAMAC STREET,INDUSTRY, HOUSE,15TH FLOOR, KOLKATA -, 700017","03322827531","dpm@jayshreetea.com","D.P.MAHESHWARI","03322827531","dpm@jayshreetea.com","Kolkata","Jayshree Tea & Industries Ltd","Jayshree Tea & Industries Ltd, 10, Camac St, Elgin, Kolkata, West Bengal 700071","700071","033 2282 7531","http://www.jayshreetea.com/",22.542876099999997,88.35147309999999,"ChIJ-S7YuCZ3AjoRKRx_R32tAT8","https://www.google.com/maps/place/?q=place_id:ChIJ-S7YuCZ3AjoRKRx_R32tAT8","matched"
127,"RUNGLEE RUNGLIOT","B-46","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",417.6,183.97,"TRA","PO-RUNGLEE,DIST -DARJEELING,WB","9434379086","rungtg@rediffmail.com","DUNCANS INDUSTRIES LIMITED","31,NS ROAD,DUNCANS, HOUSE,KOLKATA-700001","2209642185","","M.GURBAXANI","2209642185","rungtg@rediffmail.com","Kolkata","Duncans Tea Limited","4th Floor, Duncans Tea Limited, Duncan House, 31, Netaji Subhas Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","033 2242 1605","https://www.duncanstea.in/",22.5758118,88.3490346,"ChIJhZmnTbt3AjoRLq_WvutvPsY","https://maps.google.com/maps/preview/place/4th+Floor,+Duncans+Tea+Limited,+Duncan+House,+31,+Netaji+Subhas+Rd,+Murgighata,+B.B.D.+Bagh,+Kolkata,+West+Bengal+700001/@22.5758118,88.3490346,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb4da79985:0xc63e6febbed6af2e","matched"
128,"RUNGMOOK/CEDARS TEA ESTATE","2684","Darjeeling Hills","DARJEELING","DARJEELING","Public Sector",713.16,460.71,"DTA","P.O. SONADA,DIST DARJEELING","9832062800","","WEST BENGAL TEA","DEVELOPMENT CORPORATION, LTD., 12 B LORD SINHA, ROAD,'SHYAMKUNJ'3RD FLOOR, KOLKATA-71","033-22821284","webtea@vsnl.net","WEST BENGAL TEA","033-22821284","webtea@vsnl.net","Kolkata","Bengal Tea & Fabrics Limited","4th floor, Bengal Tea & Fabrics Limited, Century Tower, 45, Shakespeare Sarani, opposite Kala Mandir, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017","700017","033 2283 6416","http://www.bengaltea.com/",22.544356,88.359584,"ChIJfUyjlB53AjoRZjL6zA2fa50","https://www.google.com/maps/place/?q=place_id:ChIJfUyjlB53AjoRZjL6zA2fa50","matched"
129,"S00M TEA ESTATE","D-70","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",507,237.28,"","NORTH POINT DARJEELING","919339145068","soomte@chamong.com","ASHOK KUMAR LOHIA","2,N C DUTTA ROAD KOLKATA-1","0","","0","03330936400","chamong@snonline.com","Kolkata","Ashok Kumar Shaw LICI","Ashok Kumar Shaw LICI, 23, R.N.Banerjee Rd, Narkel Bagan, Shibbati Para, Khardah, Khardaha, West Bengal 700117","700117","","",22.7243694,88.3640892,"ChIJdyA9YgCb-DkRQUBsvKe8d5Q","https://www.google.com/maps/place/?q=place_id:ChIJdyA9YgCb-DkRQUBsvKe8d5Q","partial"
130,"SHREE DWARIK T E","2421","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",507.09,181.14,"None","NORTHPOINT DARJEELING","9339145068","soomte@chamong.com","MR A K LOHIA","SYCOTTA TEA CO. PVT. LTD., 2,N.C.DUTTA SARANI, SAGAR, ESTATE,KOLKATA-1","9331262137","chamong@snosline.com","MR A K LOHIA","03330936437","chamong@sanoline.com","Kolkata","S.S Lohia & Co.","7th Floor, Room 711, S.S Lohia & Co., 27, Brabourne Rd, Murgighata, B.B.D. Bagh, Kolkata, West Bengal 700001","700001","","",22.577138599999998,88.3520521,"ChIJI5s6vrp3AjoRl1DRGgtzCyQ","https://www.google.com/maps/place/?q=place_id:ChIJI5s6vrp3AjoRl1DRGgtzCyQ","partial"
131,"SINGTOM TEA ESTATE","2031","Darjeeling Hills","DARJEELING","DARJEELING","Proprietorship",579,236.54,"None","P.O. NORTH POINT DIST DARJEELING, WEST BENGAL","9378278989","","MOHAN KUMAR CHIRIMAR","CAMELLIA TEA GROUP PVT. LTD., 71, PARK STREET, PARK PLAZA, 5TH FLOOR KOLKATA-16","0332290092","mohan@rexiindia.net","MOHAN KUMAR CHIRIMAR","0332290092","mohan@rexiindia.net","Kolkata","Raghunath Exports Company","Raghunath Exports Company, 4E, Park Plaza, North Block, 71 Park Street, Kolkata, West Bengal 700016","700016","098366 54681","",22.5512475,88.35443719999999,"ChIJ33o0YBF3AjoR4SELklpSkso","https://www.google.com/maps/place/?q=place_id:ChIJ33o0YBF3AjoR4SELklpSkso","partial"
132,"TEESTA VALLEY TEA ESTATE","P-17","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",717.4,297.47,"ITA","P.O. RUNGLI RUNGLIOT DIST., DARJEELING WEST BENGAL","9434783767","adev@teestavalley.com","TEESTA VALLEY TEA CO LTD","3, NETAJI SUBHASH ROAD, KOLKATA-1","0332248356","akroy@teestavalley.com","A.K. ROY","0332248356","akroy@teestavalley.com","Kolkata","Teesta Valley Tea Co. Ltd.","Teesta Valley Tea Co. Ltd., 5 & 7, Netaji Subhas Road, Kolkata, West Bengal 700001","700001","033 2248 8704","http://teestavalley.net/",22.5794218,88.34935519999999,"ChIJJ1GLl7t3AjoRV_89ssF7sJU","https://maps.google.com/maps/preview/place/Teesta+Valley+Tea+Co.+Ltd.,+5+%26+7,+Netaji+Subhas+Road,+Kolkata,+West+Bengal+700001/@22.5794218,88.3493552,3684a,13.1y/data=!4m2!3m1!1s0x3a0277bb978b5127:0x95b07bc1b23dff57","matched"
133,"TUKVAR","2368","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",892.03,436.72,"DTA","P.O. TUKVAR, DARJEELING - 734 104., E-, Mail :rajeshpareek2007@rediffmail.com","9733127121","rajeshpareek2007@rediffmail.com","JAYSHREE TEA & INDUSTRIES","LTD., INDUSTRY HOUSE, 15TH FLOOR,, 10, CAMAC STREET, KOLKATA -, 700 017.","033-22827531","dpm@jayshreetea.com","D.P. MAHESHWARI","033-22827531","dpm@jayshreetea.com","Kolkata","Jayshree Tea & Industries Ltd","Jayshree Tea & Industries Ltd, 10, Camac St, Elgin, Kolkata, West Bengal 700071","700071","033 2282 7531","http://www.jayshreetea.com/",22.542876099999997,88.35147309999999,"ChIJ-S7YuCZ3AjoRKRx_R32tAT8","https://www.google.com/maps/place/?q=place_id:ChIJ-S7YuCZ3AjoRKRx_R32tAT8","matched"
134,"TUMSONG TEA ESTATE","D/18","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",180.22,113.8,"DTA","P.O. GHOOM, DIST. DARJEELING -, 734102","9331262123","tumsongte@chamong.com","SYCOTTA TEA CO. PVT. LTD.","2 N.C.DUTTA SARANI,5TH, FLOOR,UNIT-1,SAGAR, ESTATE,KOLKATA1","03330936400","tumsongte@chamong.com","MR.ASHIOK KUMAR LOHIA","9830047951","tumsongte@chamong.com","Kolkata","Asian Tea Company Private Limited","1st Floor, Asian Tea Company Private Limited, Gajraj Point, 209 A, AJC Bose Rd, Park Circus, Elgin, Kolkata, West Bengal 700017","700017","033 4044 1201","http://asianteagroup.com/",22.5435855,88.360575,"ChIJRzzkVh53AjoRWDllWFK0pEw","https://www.google.com/maps/place/?q=place_id:ChIJRzzkVh53AjoRWDllWFK0pEw","matched"
135,"TURZUM TEA ESTATE","2590","Darjeeling Hills","DARJEELING","DARJEELING","Public Ltd Co",229.57,145.95,"DTA","POKHRIABONG,DIST-, DARJEELING,PIN 734216","09434047971","sungmaorganic1@yahoo.co.in","JAYSHREE TEA & INDUSTRIES","LTD., INDUSTRY HOUSE 10,CAMAC, STREET,KOLKATA- 700017","03322827531","","SHRI D.P. MAHESWARI","09433027968","dpm@jayshreetea.com","Kolkata","Jayshree Tea & Industries Ltd","Jayshree Tea & Industries Ltd, 10, Camac St, Elgin, Kolkata, West Bengal 700071","700071","033 2282 7531","http://www.jayshreetea.com/",22.542876099999997,88.35147309999999,"ChIJ-S7YuCZ3AjoRKRx_R32tAT8","https://www.google.com/maps/place/?q=place_id:ChIJ-S7YuCZ3AjoRKRx_R32tAT8","matched"
136,"ASHAPUR TEA ESTATE","252","Terai","DARJEELING","NUXALBARI","Public Ltd Co",166.16,125.12,"ITA","P.O. NAXALBARI DIAT. DARJEELING, (WB) 734429","03532559118","ashapurteaestate@gmail.com","THE ASHAPUR TEA CO. LTD.","17, BALLYGUNGE GARDENS, KOLKATA-19","03323353200","ashapurtea@hotmail.com","MR. TULSIDAS SANYAL","03323353200","ashapurtea@hotmail.com","Kolkata","The Ashapur Tea Co Ltd","The Ashapur Tea Co Ltd, 97, Ballygunge Gardens Rd, Golpark, Ballygunge Gardens, Keyatala, Kolkata, West Bengal 700019","700019","","",22.518411,88.3677589,"ChIJaWuWYtN2AjoR4v0oJ4afu2M","https://maps.google.com/maps/preview/place/The+Ashapur+Tea+Co+Ltd,+97,+Ballygunge+Gardens+Rd,+Golpark,+Ballygunge+Gardens,+Keyatala,+Kolkata,+West+Bengal+700019/@22.518411,88.3677589,3686a,13.1y/data=!4m2!3m1!1s0x3a0276d362966b69:0x63bb9f862728fde2","matched"
137,"ATAL","566","Terai","DARJEELING","NUXALBARI","Public Ltd Co",532.32,360.51,"TAI","P.O. HATIGHISA , DIST: DARJEELING.","0353-2005205","atalteaestate@gmail.com","ATAL TEA CO. (1943) LTD.","4, C.R. AVENUE, KOLKATA -, 700072","033-22126753","atalteaestate@gmail.com","ARVIND KUMAR","9831149644","atalteaestate@gmail.com","Kolkata","Atal Tea Estate Factory","M7Q2+RF4 Atal Tea Estate Factory, Atal, West Bengal 734429","734429","","",26.6893429,88.2504494,"ChIJM6VSGwBP5DkRbt6BMVd15Ic","https://www.google.com/maps/place/?q=place_id:ChIJM6VSGwBP5DkRbt6BMVd15Ic","matched"
138,"AZAMABAD","2327","Terai","DARJEELING","NUXALBARI","Public Ltd Co",160.92,131.11,"ITPA","P.O. NAXALBARI, DIST. DARJEELING","0353-2004059","","AZAMABAD TEA CO. (P) LTD","SPENCER PLAZA, 2ND FLOOR,, BURDAWAN ROAD, SILIGURI, 734005","0353-2500744","ajaigargslg@yahoo.co.in","AJAY GARG","0353-2500744","ajaigargslg@yahoo.co.in","Siliguri","Azamabad Tea Co. (P) Ltd.","Azamabad Tea Co. (P) Ltd., No. 2, Sevoke Rd, Ward 11, Bankim Nagar, Siliguri, West Bengal 734001","734001","","",26.7177391,88.42466019999999,"ChIJT4v9tRRB5DkRMAlKvAw6Llc","https://maps.google.com/maps/preview/place/Azamabad+Tea+Co.+(P)+Ltd.,+No.+2,+Sevoke+Rd,+Ward+11,+Bankim+Nagar,+Siliguri,+West+Bengal+734001/@26.7177391,88.4246602,3564a,13.1y/data=!4m2!3m1!1s0x39e44114b5fd8b4f:0x572e3a0cbc4a0930","matched"
139,"BELGACHI TEA ESTATE","2162","Terai","DARJEELING","NUXALBARI","Public Ltd Co",919.7,462.83,"","P.O. NAXALBARI DIST. DARJEELING, (WB)","9609775851","","462.83","","","","37970","9434061231","amit.mlagroup@gmail.com","Siliguri","REGIONAL RESPONSE CENTRE,(2BN NDRF)SILIGURI","P9HP+HP2 REGIONAL RESPONSE CENTRE,(2BN NDRF)SILIGURI, Paribahan Nagar, Ghokla Jote, Matigara, Siliguri, West Bengal 734010","734010","","",26.728888899999998,88.38677729999999,"ChIJfaFoL8ZH5DkRhuFDh7Ox0ks","https://www.google.com/maps/place/?q=place_id:ChIJfaFoL8ZH5DkRhuFDh7Ox0ks","partial"
140,"BHOJNARAIN TEA ESTATE","1953","Terai","DARJEELING","NUXALBARI","Public Ltd Co",341.95,246.79,"ITPA","P.O: RAMALA BAGAN, BAGDOGRA, DIST.DARJEELING, WEST BENGAL","0353-2004181","","BHOJNARAIN TEA CO. LTD","HOTEL PRAKASH BLDG., HILLCART ROAD, SILIGURI (W.B)","0353-2536730","","BHOJNARAIN TEA CO. LTD","0353-2536730","","Siliguri","Bhojnarayan Tea Garden","Bhojnarayan Tea Garden, Nembutari, Hetmuri, West Bengal 734426","734426","","",26.6160499,88.3279464,"ChIJD7p-dPZP5DkRA1eOA-YiOCk","https://www.google.com/maps/place/?q=place_id:ChIJD7p-dPZP5DkRA1eOA-YiOCk","matched"
141,"BIJOYNAGAR T.E.","","Terai","DARJEELING","NUXALBARI","Public Ltd Co",350.94,274.37,"","PO-BAGDOGRA,DIST-, DARJEELING,WEST BENGAL","03532005290","bijoynagarte@gmail.com","BIJOYNAGAR TEA CO. LTD","BIJOYNAGAR TEA CO., LTD,11,GOVT. PLACE EAST,, KOLKATTA-69","03322487629","btcl@cal2.vsnl.net","BIJOYNAGAR TEA CO. LTD","03322487629","btcl@cal2.vsnl.net","Kolkata","Diana Tea Company Limited","4th Floor, Diana Tea Company Limited, SIR RNM House, 3/B, Lal Bazar St, Lal Bazar, Kolkata, West Bengal 700001","700001","033 2248 8672","http://dianatea.in/",22.571953,88.35202,"ChIJrz92paV3AjoRgq3T0Eb5lA8","https://www.google.com/maps/place/?q=place_id:ChIJrz92paV3AjoRgq3T0Eb5lA8","matched"
142,"FULBARI PATAN TEA ESTATE","176","Terai","DARJEELING","NUXALBARI","Partnership",312.17,99.33,"TRA","P.O. SIMULBARI DIST. DARJEELING, (WB)","03532575531","","FULBARI PATAN TEA ESTATE","11, RN MUKHERJEE ROAD NILHAT, HOUSE KOLKATA-1","03322488582","","KAMAL SINGH BAID","03322488582","","Kolkata","Fulbaritea estate","Q84J+CXM Fulbaritea estate, Fulbari Pataner Chhat, West Bengal 734010","734010","","",26.756092799999998,88.3324332,"ChIJ-a7MjalH5DkRZAkr_ZEe8nQ","https://maps.google.com/maps/preview/place/Q84J%2BCXM+Fulbaritea+estate,+Fulbari+Pataner+Chhat,+West+Bengal+734010/@26.7560928,88.3324332,3563a,13.1y/data=!4m2!3m1!1s0x39e447a98dccaef9:0x74f21e91fd2b0964","matched"
143,"GUNGARAM TEA ESTATE","B32","Terai","DARJEELING","NUXALBARI","Proprietorship",924.97,642.31,"TRA","PO-BAGDOGRA DIST-DARJEELING, 734014","03532004044","gung@duncans-tea.com","MR. G.P.GOENKA","31 N.S.ROAD KOLKATA700001","033-2200962","gung@duncans-tea.com","MR. A.K.GOEL","033-2200962","akgoel@duncans-tea.com","Kolkata","RP Goenka International School","RP Goenka International School, 34 1/1, Diamond Harbour Rd, Majherhat, Mominpore, Kolkata, West Bengal 700027","700027","033 7155 8000","http://www.rpgis.in/",22.520075,88.32365,"ChIJPyufqMx5AjoRCkZ4Bb7epJg","https://www.google.com/maps/place/?q=place_id:ChIJPyufqMx5AjoRCkZ4Bb7epJg","partial"
144,"HANSQUA TEA ESTATE","B-35","Terai","DARJEELING","NUXALBARI","Public Ltd Co",646.94,545.42,"TAI","P.O : BAGDOGRA, DIST.DARJEELING, WEST BENGAL","9733007728","hansquatea@gmail.com","R.D TEA LTD","4,MIDDLETON STREET, KOLKATA-700071","033-32979592","rdtbharat@gmail.com","R.D TEA LTD","033-32979592","rdtbharat@gmail.com","Kolkata","R.D. Tea Limited","R.D. Tea Limited, 4, Middleton St, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071","700071","090079 02650","http://rdtealtd.com/",22.5486366,88.3509491,"ChIJPbsW-RB3AjoRhQSf5jmTogE","https://maps.google.com/maps/preview/place/R.D.+Tea+Limited,+4,+Middleton+St,+Kankaria+Estates,+Park+Street+area,+Kolkata,+West+Bengal+700071/@22.5486366,88.3509491,3685a,13.1y/data=!4m2!3m1!1s0x3a027710f916bb3d:0x1a29339e69f0485","matched"
145,"JAYANTIKA","2539","Terai","DARJEELING","NUXALBARI","Public Ltd Co",706.47,585.21,"ITA","PO-SAHABAD,DIST-DARJEELING,WB","9434708555","jayantika@rediffmail.com","JAYSHREE TEA & INDUSTRIES","LTD., 10 CAMACSTREET KOLKATA-1","033-22827531","birlatea@giascio1.vsnl.net.in","D P MAHASHWARI","033 22827531","birlatea@giasc101.vsnlnet.in","Kolkata","Jayshree Tea & Industries Ltd","Jayshree Tea & Industries Ltd, 10, Camac St, Elgin, Kolkata, West Bengal 700071","700071","033 2282 7531","http://www.jayshreetea.com/",22.542876099999997,88.35147309999999,"ChIJ-S7YuCZ3AjoRKRx_R32tAT8","https://www.google.com/maps/place/?q=place_id:ChIJ-S7YuCZ3AjoRKRx_R32tAT8","matched"
146,"KIRAN CHANDRA","118","Terai","DARJEELING","NUXALBARI","Public Ltd Co",356.31,270.38,"None","PO-BAGDOGRA,DIST-, DARJEELING,WB","0353-2004176","","NEW DARJEELING UNION TEA","CO.LTD., MAHANANDAPARA, SILIGURI,WB","9832061689","ndutcoslg123d@gmail.com","NEW DARJEELING UNION TEA","9832061689","ndutcoslg123d@gmail.com","Siliguri","Darjeeling Tea House","Darjeeling Tea House, Uttarapan market complex, Hill Cart Rd, Ward 1, Patiram Jote, Siliguri, West Bengal 734003","734003","","https://www.facebook.com/DarjeelingTeaHouseSlgOfficial",26.728000899999998,88.4134248,"ChIJayz8IjtB5DkR6uyjzVwhGaY","https://www.google.com/maps/place/?q=place_id:ChIJayz8IjtB5DkR6uyjzVwhGaY","matched"
147,"LOHAGARH TEA ESTATE","1671","Terai","DARJEELING","NUXALBARI","Public Ltd Co",329.56,226.36,"TRA","P.O. BELGACHI DIST. DARJEELING, WEST BENGAL","03532004116","teraitea@gmail.com","AJIT KUMAR AGARWAL","AGARWALA HOUSE, 2ND MILE,, SEVOKE ROAD, SILIGURI","03532542656","teraitea@gmail.com","V.D. DUA","03532542656","teraitea@gmail.com","Siliguri","Dr. Ajit Kumar Singh - Best Nephrologist in Siliguri | Kidney Doctor in Siliguri | Best Kidney Transplant Doctor in Siliguri","Dr. Ajit Kumar Singh - Best Nephrologist in Siliguri | Kidney Doctor in Siliguri | Best Kidney Transplant Doctor in Siliguri, Inside Uttarayan Township City centre Matigara, Siliguri, West Bengal 734010","734010","","http://drajitkumarsingh.co.in/",26.734320099999998,88.39135689999999,"ChIJB6mQXWVH5DkRUaKL-GL3pdY","https://www.google.com/maps/place/?q=place_id:ChIJB6mQXWVH5DkRUaKL-GL3pdY","partial"
