Target Company,Target HQ City,Associated Gardens,Match Status,Found Place Name,Formatted Address,City,PIN Code,Phone,Website,Latitude,Longitude,Rating,Reviews,Category,Place ID,Google Maps URL,Scraped At
"DARJEELING TRADING LTD.","Kolkata","SAMABEONG TEA ESTATE","matched","Darjeeling Tea Traders","Darjeeling Tea Traders, 734003, Hill Cart Rd, beside biswadeep cinema hall, Ward 2, Pradhan Nagar, Siliguri, West Bengal 734003","Siliguri","734003","096092 51901","https://www.facebook.com/share/1CGDztBctF/",26.7278472,88.4140984,4.5,,"Tea store","ChIJFTCuFPZB5DkR85RcGSk8p04","https://www.google.com/maps/place/?q=place_id:ChIJFTCuFPZB5DkR85RcGSk8p04","2026-09-14T11:40:33.230Z"
"T & I GLOBAL LTD","Kolkata","MAINAK HILLS TEA ESTATE","partial","T & I Global Limited","4-A, T & I Global Limited, Jassal House, No. 11, Auckland Pl, Kolkata, West Bengal 700017","Kolkata","700017","033 2283 3613","https://www.tiglobal.com/",22.5424377,88.3580818,3.6,5,"Manufacturer","ChIJwXSDIh93AjoRrcKn_qgvRZ8","https://maps.google.com/maps/preview/place/4-A,+T+%26+I+Global+Limited,+Jassal+House,+No.+11,+Auckland+Pl,+Kolkata,+West+Bengal+700017/@22.5424377,88.3580818,3685a,13.1y/data=!4m2!3m1!1s0x3a02771f228374c1:0x9f452fa8fea7c2ad","2026-09-14T11:40:36.024Z"
"BINOD KR. AGARWAL","Kolkata","MAJHERDABRI","partial","Binod kumar Agarwal","JF7G+HWW Binod kumar Agarwal, Action Area IIB, Reckjoani, West Bengal 700161","Kolkata","700161",,,22.6139917,88.4773374,,,"Apartment complex","ChIJ6yFSE5uf-DkRIe_BiGTdiWU","https://maps.google.com/maps/preview/place/JF7G%2BHWW+Binod+kumar+Agarwal,+Action+Area+IIB,+Reckjoani,+West+Bengal+700161/@22.6139917,88.4773374,3683a,13.1y/data=!4m2!3m1!1s0x39f89f9b135221eb:0x6589dd6488c1ef21","2026-09-14T11:40:39.081Z"
"DOOARS PLANTATION &","Kolkata","PATKAPRA TEA ESTATE","matched","Darjeeling Dooars Plantations Tea Limited","4th Floor, Darjeeling Dooars Plantations Tea Limited, Nicco House, 2, Hare St, Above Canara Bank, B.B.D. Bagh, Kolkata, West Bengal 700001","Kolkata","700001","033 2248 7908",,22.5713318,88.3458527,4.1,,"Tea Manufacturer","ChIJhee-ACZ3AjoRR4JZfTemkLU","https://www.google.com/maps/place/?q=place_id:ChIJhee-ACZ3AjoRR4JZfTemkLU","2026-09-14T11:40:42.563Z"
"BIJLIMONI TEA & FINANCE LTD.","Kolkata","MATIKUNDA TEA ESTATE","matched","Bijalimoni Tea Estate","H735+JF3 Bijalimoni Tea Estate, Paschim Madati, West Bengal 734426","Kolkata","734426",,,26.554022399999997,88.2586657,4.3,,"Tea Manufacturer","ChIJEfa9UJxR5DkR2FfN1VGmDrE","https://www.google.com/maps/place/?q=place_id:ChIJEfa9UJxR5DkR2FfN1VGmDrE","2026-09-14T11:40:45.139Z"
"AMALGAMATED PLANTATIONS","Assam","BATABARI; NOWERA NUDDY TEA ESTATE","matched","Amalgamated Plantations Guwahati","Amalgamated Plantations Guwahati, GS Rd, Ananda Nagar, Christian Basti, Guwahati, Assam 781005","Assam","781005","0361 234 0037",,26.157656799999998,91.77633689999999,4.5,47,"Manufacturer","ChIJqYSXUhJZWjcRX2Q5Mldoob0","https://www.google.com/maps/place/?q=place_id:ChIJqYSXUhJZWjcRX2Q5Mldoob0","2026-09-14T11:40:47.565Z"
"SHRI RAJHESH JHUNJHUNWALA","Other / Unspecified","SONALI TEA ESTATE","not_found","","","Other / Unspecified","",,,,,,,,,"","2026-09-14T11:40:51.193Z"
"GBC ENTERPRISE LTD.","Other / Unspecified","FAGU","not_found","","","Other / Unspecified","",,,,,,,,,"","2026-09-14T11:40:53.926Z"
"GOODRICKE GROUP LIMITED","Other / Unspecified","BARNESBEG TEA GARDEN","matched","Goodricke Group Limited","Goodricke Group Limited, 14, Gurusaday Dutta Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700019","Kolkata","700019","033 2287 3067","https://www.goodricketea.com/",22.5353048,88.36169489999999,4.3,,"Tea Manufacturer","ChIJ7V-kwCB3AjoRm_bV8GLZkww","https://maps.google.com/maps/preview/place/Goodricke+Group+Limited,+14,+Gurusaday+Dutta+Rd,+Beck+Bagan,+Ballygunge,+Kolkata,+West+Bengal+700019/@22.5353048,88.3616949,3685a,13.1y/data=!4m2!3m1!1s0x3a027720c0a45fed:0xc93d962f0d5f69b","2026-09-14T11:40:57.335Z"
"SOUTHERN TERAI TEA CO (P)","Other / Unspecified","SATISH CHANDRA TEA ESTATE","matched","TERAI TEA FARMER PRODUCER COMPANY LIMITED","TERAI TEA FARMER PRODUCER COMPANY LIMITED, KESHORDOBA, Khoribari, West Bengal 734427","Other / Unspecified","734427","097349 65214","https://v0-terai-tea-website.vercel.app/",26.5539673,88.1916811,5,1,"Tea Manufacturer","ChIJ9f5YTvxT5DkRpCLPLzrclx8","https://www.google.com/maps/place/?q=place_id:ChIJ9f5YTvxT5DkRpCLPLzrclx8","2026-09-14T11:41:01.098Z"
"TIRRIHANNAH CO LTD","Other / Unspecified","TIRRIHANNAH CO LTD","matched","Tirrihannah Tea Factory","Q787+H9V Tirrihannah Tea Factory, Tirrihannah Tea Garden, Ord Terai Tea Garden, West Bengal 734423","Other / Unspecified","734423",,,26.7664808,88.26341819999999,4.2,21,"Tea Manufacturer","ChIJfclsTupJ5DkRgASiF53Pbes","https://www.google.com/maps/place/?q=place_id:ChIJfclsTupJ5DkRgASiF53Pbes","2026-09-14T11:41:04.617Z"
"GUPTA TEA ESTATE","Other / Unspecified","GUPTA TEA ESTATE","matched","Gupta Tea Estate","Gupta Tea Estate, Bhadrapur, Koshi Province 57200, Nepal","Other / Unspecified","","+977 981-5050555",,26.5273076,88.0679968,5,2,"Tea Manufacturer","ChIJP0f67Q2v5TkR552isLpiye0","https://maps.google.com/maps/preview/place/Gupta+Tea+Estate,+Bhadrapur,+Koshi+Province+57200,+Nepal/@26.5273076,88.0679968,3570a,13.1y/data=!4m2!3m1!1s0x39e5af0dedfa473f:0xedc962bab0a29de7","2026-09-14T11:41:07.266Z"
"PUSPA TEA ESTATE PVT. LTD","Other / Unspecified","PUSPA TEA ESTATE PVT. LTD.,","matched","Puspa Tea Estate","CCQQ+788 Puspa Tea Estate, Uttar Jaypura, West Bengal 733207","Other / Unspecified","733207",,,26.4381713,88.4383294,4.8,,"Garden","ChIJGfq6Y1xf5DkRuGikGkx-z78","https://maps.google.com/maps/preview/place/CCQQ%2B788+Puspa+Tea+Estate,+Uttar+Jaypura,+West+Bengal+733207/@26.4381713,88.4383294,3573a,13.1y/data=!4m2!3m1!1s0x39e45f5c63bafa19:0xbfcf7e4c1aa468b8","2026-09-14T11:41:10.824Z"
"KHAYERBARI TEA CO. LTD.","Other / Unspecified","NIMTIJHORA TEA ESTATE","matched","K B Tea Product Pvt Limited","K B Tea Product Pvt Limited, Chowdhury niwas, Milanpally, Saktigarh, Siliguri, West Bengal 734005","Siliguri","734005","098320 20781",,26.7011824,88.4199728,4.1,,"Tea Manufacturer","ChIJ3Ru2csBB5DkRsLy8_CwDuis","https://www.google.com/maps/place/?q=place_id:ChIJ3Ru2csBB5DkRsLy8_CwDuis","2026-09-14T11:41:14.691Z"
