Serial,Garden Name,Reg No,Region,District,Subdivision,Company Status,Grant Area (Ha),Tea Area (Ha),Association,Garden Address,Garden Phone,Garden Email,Owner / Company,Owner HQ Address,Owner Phone,Owner Fax,Owner Email,CEO / Principal,CEO Address,CEO Phone,CEO Email,HQ City
279,"KARTICK","N-14","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",624.95,338.26,"ITA","HATIPOTHA, JALPAIGURI, WB",,,"RYDAK SYNDICATE LIMITED","4,DR.R.P SARANI, KOL-1","033-22304351","033-22307555","jardines@vsnl.com","MR. PREM SINGH (MD)","4,DR.R.P SARANI, KOL-1","9831257830","jardines@vsnl.com","Kolkata"
280,"KOHINOOR TEA ESTATE","38","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",671.73,467.3,"ITA","P.O.SAONTALPUR,DIST.JALPAIGURI,, WEST BENGAL",,,"KOHINOOR TEA CO. PVT. LTD.","M/S KOHINOOR TEA CO. PVT., LTD. BORDHAMAN ROAD,SILIGURI LTD. B","03536452463","","","MR. S.AGARWAL","M/S KOHINOOR TEA CO. PVT., ORDHAMAN ROAD,SILIGURI","03536452463","","Siliguri"
281,"KUMARGRAM TEA GARDEN","B-22","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",871.62,659.01,"ITA","POST NEWLANDS, JALPAIGURI-DIST",,,"GOODRICKE GROUP LIMITED","14, GURUSADEY ROAD, CANEFIA, HOUSE, KOLKATA-19, E-, Mail :subrotobanarjee@goodricke.co, m","03322873067","0332287257","subrotobanarjee@goodricke.co","MR. A.N.SINGH","14, GURUSADEY ROAD, CANEFIA, HOUSE, KOLKATA-19, E-, Mail :subrotobanarjee@goodricke.co, m","03322873067","subrotobanarjee@goodricke.co","Kolkata"
282,"NEWLANDS TEA ESTATE","2577","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",849.03,605.16,"ITA","P.O. NEWLANDS ,DIST: JALPAIGURI",,,"ENGO TRADING & TEA CO.(P)","LTD., 135,BRB BASU ROAD ,KOLKATA-1 Tel :0, E-, Mail :engoteaco1895@rediffmail.com","0","03322428634","engoteaco1895@rediffmail.com","MR. B.K.BHUWALKA","135,BRB BASU ROAD ,KOLKATA-1, 3322135542,03322433869, E-, Mail :engoteaco1895@rediffmail.com","","engoteaco1895@rediffmail.com","Kolkata"
283,"PHASKOWA TEA ESTATE","2525","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",261.06,140.35,"ITA","P.O.HATIPOTHA,DIST:, JALPAIGURI,PIN 736201,WEST, BENGAL",,,"PHASKOWA TEA PLANTATIONS","LTD., 1/1A,VANSITTART ROW,KOLKATA- 1, 1","03322485837","03322480767","phaskowa2010@gmail.com","MANOJ CHAMARIA","1/1A,VANSITTART ROW,KOLKATA-","9830088117","phaskowa2010@gmail.com","Kolkata"
284,"RADHARANI TEA ESTATE","48","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",383.88,149.25,"ITA","KALCHINI, DIST JALPAIGURI",,,"RADHARANI TEA & ESTATES PVT. RADHARANI TEA & ESTATES PVT.","LTD.                           LTD., NO.8, KHAIRU PLACE, 4TH FLOOR, NO.8, KOLKATA-72                     KOLK","03566201150","","anuppratap35@gmail.com",", KHAIRU PLACE, 4TH FLOOR,","ATA-72, :03566201150, :, il :anuppratap35@gmail.com","","anuppratap35@gmail.com","Kolkata"
285,"RAHIMABAD TEA ESTATE","29","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",712.75,287.12,"TRA","P.O: HATHIPOTA DIST: JALPAIGURI",,,"MR. SHEKHAR ROYCHOUDHURY MR. S.R CHOUDHURY","RAHIMA LANDS AND TEA CO. PVT. RAHIM, LTD 2, CHURCH ROAD KOLKATA- LTD 2,, 01                            01","03322101902","03322424283","roy@iicglobal.com","A LANDS AND TEA CO. PVT.","CHURCH ROAD KOLKATA-, 033222101902, 03322424283, l :roy@iicglobal.com","","roy@iicglobal.com","Kolkata"
286,"RAIMATANG TEA ESTATE","2533","Dooars","JALPAIGURI","KUMARGRAM","Proprietorship",663.07,535.27,"ITA","P.O. KALCHINI,JALAIGURI",,,"ROSHANLAL AGARWAL","OM, PLACE,ASHRAMPARA,SILIGURI, E-, Mail :buxadooars.teaestate@gmail.c, om","9434086855","","","MR. N.K.BASU","OM, PLACE,ASHRAMPARA,SILIGURI, E-, Mail :buxadooars.teaestate@gmail.c, om","03532640235","","Siliguri"
287,"RYDAK TEA ESTATE","N-13","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",1414.89,735.81,"TRA","P.O: RAIDAK DIST: JALPAIGURI",,,"RYDAK SYNDICATE LIMITED","4,DR. RAJENDRA PRATAP SARANI, KOLKATA700001","033 22304351","033 2230755","jardines@vsnl.com","MR PREM SINGH","4,DR. RAJENDRA PRATAP SARANI, KOLKATA700001","03322304362","jardines@vsnl.com","Kolkata"
288,"SANKOS","B 23","Dooars","JALPAIGURI","KUMARGRAM","Public Sector",933.25,665.2,"TRA","P.O, NEWLANDS, DIST-JALPAIGURI,, W.B",,,"GOODRICKE GROUP LIMITED","CAMELLIA HOUSE,, 14,GURUSADAY ROAD, KOL19","033-22873067","","san@goodricke.com","MR.ARUN SINGH (MD)","CAMELLIA HOUSE,, 14,GURUSADAY ROAD, KOL19","033-22873067","san@goodricke.com","Kolkata"
289,"TURTURI TEA ESTATE","166","Dooars","JALPAIGURI","KUMARGRAM","Public Ltd Co",471.85,294.48,"ITA","PO-HATIPOTHA,DIST-JALPAIGURI",,,"ALIPURDUAR TEA COMPANY LTD","2,CHURCH LANE,3RD, FLOOR,ROOM NO-308C,KOL-01","0332210902/107644","03322427644","turturitea@gmail.com","MR SHEKHAR ROY CHOWDHARY","2,CHURCH LANE,3RD, FLOOR,ROOM NO-308C,KOL-01","0332210902","turturitea@gmail.com","Kolkata"
290,"ETHELBARI","2318","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",364.1,270.52,"TAI","PO-BIRPARA,DIST-JALPAIGURI,WB",,,"THE ETHELBARI TEA CO (1932)","LTD., P-36,INDIA EXCHANGE PLACE,5TH, FLOOR, KOLKATA-700001","225498074197","03322254038","","MAHENDRA KR. PATEL","P-36, INDIA EXCHANGE PLACE ,, 5TH FLOOR, KOLKATA-700001","225498074197","ethelbari1932@yahoo.com","Kolkata"
291,"GAIRKHATA TEA ESTATE","860","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",1070.3,710.63,"TRA","P.O-GAIRKATA, DIST-JALPAIGURI,, W.B",,,"GILLANDERS ARBUTHNOT & CO.","LTD., C-4, GILLANDER HOUSE,, N.S.ROAD, KOL-1","","","","GILLANDERS ARBUTHNOT & CO.","LTD., C-4, GILLANDER HOUSE,, N.S.ROAD, KOL-1","","","Kolkata"
292,"GANDRAPARA TEA GARDEN","B-13","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",979.31,832.03,"ITA","P.O. : BANARHAT, DIST.JALPAIGURI, WESTBENGAL",,,"GOODRICKE GROUP LIMITED","CAMELLIA HOUSE, 14,GURUSADAY ROAD, KOLKATA-700019, E-, Mail :subrotobanerjee@goodricke.co, m","033-22873067","033-22870257","subrotobanerjee@goodricke.co","MR. A.N.SINGH","GOODRICKE GROUP LIMITED, CAMELLIA HOUSE, 14,GURUSADAY ROAD, E-, Mail :subrotobanerjee@goodricke.co, m","033-22873067","subrotobanerjee@goodricke.co","Kolkata"
293,"HULDIBARI TEA GARDEN","P-9","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",1130.3,851.24,"ITA","P.O-BINNAGURI, DIST-JALPAIGURI,, W.B",,,"HULDIBARI INDUSTRIES &","PLANTATION CO LTD, 3, NETAJI SUBHASH ROAD,, KOLKATA-1","033-22489166","","huldibaritea@yahoo.in","HULDIBARI INDUSTRIES &","PLANTATION CO LTD, 3, NETAJI SUBHASH ROAD,, KOLKATA-1","033-22489166","huldibaritea@yahoo.in","Kolkata"
294,"JAYBIRPARA TEA ESTATE","2462","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",392.38,220.66,"ITA","JAYBIRPARA T.E.,P.O., BIRPARA,JALPAIGURI",,,"MCLEOD RUSSEL INDIA LIMITED SHRI S. CHAKRABORTY","4,MAGOE LANE,SURNDRA MOHAN 4,MANGO, GHOSH SARANI,KOLKATA-700001 MOHAN, E-Mai","033221101221            70000","033 22488114","c@wmg.co.in","E LANE,SURENDRA","GOSH SARANI KOLKATA-, 1, 09831815555, 03322488114, l :srinivas c@wmg.co.in","","c@wmg.co.in","Kolkata"
295,"KALABARI TEA ESTATE","436","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",539.5,310.36,"ITA","P.O-KALABARI BAGAN, DIST-, JALPAIGURI, W.B",,,"S.K. BACHAWAT","THE EASTERN TEA CO LTD, IDEAL THE EA, PLAZA, 2ND FLOOR, SOUTH, BLOCK, 11/1 SARAT BOSE ROAD, BLOCK,, KOLKATA","033-22837495","033-22837497","","S.K. BACHAWAT","STERN TEA CO LTD, IDEAL, PLAZA, 2ND FLOOR, SOUTH, 11/1 SARAT BOSE ROAD,, KOLKATA","033-22837495","","Kolkata"
296,"LAKHIKANTA TEA ESTATE","127/87","Dooars","JALPAIGURI","DHUPGURI","Proprietorship",341.89,64.52,"ITPA","P.O-LAKHIKANTAPARA, DIST-, JALPAIGURI, W.B",,,"RUNGAMATI TEA INDUSTRIES LTD","90/31, OLD DIAMOND HARBOUR, ROAD, KOL-6","033-24583476","033-24583476","","HARSHA VARSHAN KEYRIWAL","90/31, OLD DIAMOND HARBOUR, ROAD, KOL-6","98310-31450","","Kolkata"
297,"NANGDALA","2547","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",870.07,485,"TRA","PO BIRPARA DIST JALPAIGURI WB",,,"MKTEAPVT.LTD","2/2 JUSTICE DWARKANATH ROAD, 2/, KOLKATA 7OOO2O","24746364","033 24746402","m.k.tea@cal.vsnlnet.in","RAJ BERRY","2 JUSTICE DWARKANATH ROAD,, KOLKATA 7OOO2O","24746364","ea@cal.vsnlnet.in","Kolkata"
298,"PALASHBARI","13","Dooars","JALPAIGURI","DHUPGURI","Proprietorship",426.6,357.68,"ITA","PO-BANARHAT , DIST -, JALPAIGURI,WB",,,"PALASHBARI TEA CO LTD","NANDI COOMERCIAL HOUSE,14B,, CAMAC STREET,KOLKATA-17","2281-7576","0319573-2245","palashbari@bsnl.in","PALASHBARI TEA CO LTD","NANDI COOMERCIAL HOUSE,14B,, CAMAC STREET,KOLKATA-17","2281-7576","palashbari@bsnl.in","Kolkata"
299,"RAHIMPUR TEA ESTATE","46","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",315.63,125.64,"ITPA","P.O-BIRPARA, DIST-JALPAIGURI, W.B",,,"RAHIMPUR TEA CO LTD","71, GANESH CHANDRA AVENUE,, 3RD FLOOR, KOLKATA-13, E-, Mail :slg_bansalte@sancharnet.com","033-22369154","033-2259425","slg_bansalte@sancharnet.com","MADAN MOHAN SHARMA","71, GANESH CHANDRA AVENUE,, 3RD FLOOR, KOLKATA-13, E-, Mail :slg_bansalte@sancharnet.com","033-22369154","slg_bansalte@sancharnet.com","Kolkata"
300,"TELEPARA TEA ESTATE","2655","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",1074.14,714.48,"ITA","PO:BINNAGURI, DIST:JALPAIGURI, WEST BENGAL",,,"EXIMPO TEA LIMITED","3-B , LAL BAZAR, STREET,KOLKATA-01, WEST BENGAL.","033-22489011","033-22430057","","MR.P.K.AGARWAL","EXIMPO TEA LTD, 3-B,LALBAZAR STREET,KOLKATA-, 01","033-22489011","pshagarwal@yahoo.co.in","Kolkata"
301,"TOTAPARA TEA ESTATE","2592","Dooars","JALPAIGURI","DHUPGURI","Public Ltd Co",520.11,378.13,"ITPA","P.O: BANARHAT, DIST.JALPAIGURI, WEST BENGAL",,,"NUDDEA PLANTATIONS LTD.","73,METCALF STREET, 2ND FLOOR, KOLKATA-13","033-22311234","033-22312552","","NUDDEA PLANTATIONS LTD.","73,METCALF STREET, 2ND FLOOR, KOLKATA-13","033-22311234","","Kolkata"
302,"GIELLE TEA ESTATE","P-4","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",486.64,250.51,"ITA","P.O. RUNGLI RUNGLIOT DIST., DARJEELING (WB)",,,"TEESTA VALLEY TEA CO LTD","3 NETAJI SUBHASH ROAD, KOLKATA-1","03322483586","03322427157","akroy@teestavalley.com","TEESTA VALLEY TEA CO LTD","3 NETAJI SUBHASH ROAD, KOLKATA-1","03322483586","akroy@teestavalley.com","Kolkata"
303,"KUMAI TEA ESTATE","2315","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",587.62,313.62,"TRA","KUMAI TEA ESTATE, PO KUMAI VIA, CHULSA",,,"SNOWVIEW TEA COMPANY PVT LTD","17, CHOWRANGEE MANSIONS, KOLKATA 700016","03322299147","03322496879","teagardens@teapromoters.in","MR. N SENGUPTA","17, CHOWRANGEE MANSIONS, KOLKATA 700016","03322299147","teagardens@teapromoters.in","Kolkata"
304,"KUMLAI","A-3","Darjeeling Hills","DARJEELING","KALIMPONG","Proprietorship",612.74,403.14,"ITA","P.O. DAMDIM, DIST- JALPAIGURI, W.B",,,"THE KUMLAI TEA & IND. LTD.","NICCO HOUSE, 4TH FLOOR,, CHURCH LANE, KOL-1","033-22485551","033-22487929","kanoiteagroup@gmail.com","MR. J.C.GHOSH","NICCO HOUSE, 4TH FLOOR,, CHURCH LANE, KOL-1","9433277494","kanoiteagroup@gmail.com","Kolkata"
305,"LOPCHU TEA ESTATE","1","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",321.21,95.75,"DTA","PO: LOPCHU, DIST:DARJEELING, STATE : WEST BENGAL, PIN-734213",,,"C.K.KANORIA ESQR &","P.K.KANORIA ESQR., PO: LOPCHU, DIST:DARJEELING, STATE : WEST BENGAL, PIN-734213","033-22104168","","lopchu@gmail.com","C.K.KANORIA ESQR &","P.K.KANORIA ESQR., PO: LOPCHU, DIST:DARJEELING, STATE : WEST BENGAL, PIN-734213","033-22104168","lopchu@gmail.com","Kolkata"
306,"NAMRING","2576","Darjeeling Hills","DARJEELING","KALIMPONG","Proprietorship",770.93,448.34,"ITA","PO - RUNGLI RUNGLIOT, DIST, DARJEELING, WEST BENGAL",,,"MONOJ PODDAR","4,FAIRLIC PLACE HMP HOUSE ,, KOLKATA-1","033-22310269","91-3322486952","hmpteaestate@gmail.com","O.P.JAIN","4,FAIRLIC PLACE, HMP HOUSE,, KOLKATA-1","033-22310269","hmpteaestate@gmail.com","Kolkata"
307,"PESHOK TEA ESTATE","2399","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",988.64,314.7,"DTA","P.O : PESHOK, DIST : DARJEELING, WEST BENGAL-734312",,,"SHRI DEBABRATA MITRA","1004-05,KRISHNA, BUILDING,224, AJC BOSE ROAD, KOLKATA-700017, E-, Mail :debabrata.mitra@alchemist.co.i, n","9830017460","033-22891372","debabrata.mitra@alchemist.co","SHRI D.MITRA","1004-05,KRISHNA, BUILDING,224, AJC BOSE ROAD, KOLKATA-700017, E-, Mail :debabrata.mitra@alchemist.co.i, n","9830017460","debabrata.mitra@alchemist.co","Kolkata"
308,"SAMABEONG TEA ESTATE","444","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",731.82,132.45,"DTA","P.O. LAVA, DIST. DARJEELING",,,"DARJEELING TRADING LTD.","30,JL ROAD,KOLKAT16","03322299147","03322496879","tpisam@gmail.com","MR. K.C.AGARWAL","30,JL ROAD,KOLKAT16","03322299147","tpisam@gmail.com","Kolkata"
309,"TUKDAH TEA ESTATE","F-8/4","Darjeeling Hills","DARJEELING","KALIMPONG","Public Ltd Co",555.55,261.71,"DTA","P.O. GHOOM,DIST- DARJEELING",,,"B.D. TEA ESTATES PVT. LTD.","229,A.J.C. BOSE RD,KOL-20","9339145083","","bdttukdahte@yahoo.com","B.K. TIBREWAL","229,A.J.C. BOSE RD.KOL-20","03322817486","bdtept@dataone.in","Kolkata"
310,"KUCHLIBARI TEA ESTATE","3475","Cooch Behar","COOCH BEHAR","MEKHALIGANJ","Public Ltd Co",217.79,160.02,"TAI","PO.KUCHLIBARI , COOCHBEHAR,, WEST BENGAL",,,"GOEL PLANTATIONS PVT. LTD","PO. MATELLI, JALPAIGURI, WEST, BENGAL - 735223, E-, Mail :goelplantationspvtltd@gmail.co, m","03562242260","03562242264","goelplantationspvtltd@gmail.co","PRADEEP GOEL","PO. MATELLI, JALPAIGURI, WEST, E-, Mail :goelplantationspvtltd@gmail.co, m","9800075337","goelplantationspvtltd@gmail.co","Jalpaiguri"
311,"MAINAK HILLS TEA ESTATE","3498","Cooch Behar","COOCH BEHAR","MEKHALIGANJ","Public Ltd Co",284.79,274.04,"ITPA","P.O-CHANGRA BANDHA, DIST-, JALPAIGURI, W.B",,,"T & I GLOBAL LTD","11, JASSAL HOUSE, 4-A,, AUCKLAND SQUARE, KOLKATA-17","033-30283626","9433028143","sajjan@tiglobal.com","SAJJAN BAGARIA","11, JASSAL HOUSE, 4-A,, AUCKLAND SQUARE, KOLKATA-17","033-30283626","sajjan@tiglobal.com","Kolkata"
312,"MOUPRIYA PLANTATION PVT LTD","3731","Cooch Behar","COOCH BEHAR","MEKHALIGANJ","Proprietorship",16.49,16.49,"None","P.O-BHAGRAMGURI, MATHABHANGA, P.S, DIST-COOCH BEHAR",,,"ASHIT KR.SARKAR","SUBHASPALLY, P.O-SILIGURI,, WEST BENGAL","9434307456","","","ASHIT KR. SARKAR","SUBHASPALLY, P.O-SILIGURI,, WEST BENGAL","9434307456","","Siliguri"
313,"TINBIGHA TEA ESTATE","3550","Cooch Behar","COOCH BEHAR","MEKHALIGANJ","Public Ltd Co",223.29,159.36,"","P.O-109, BR. KUCHLIBARI, DIST-, COOCHBEHAR",,,"0","","","","","0","ESTATE PVT LTD                         P.O-109, BR. KUCHLIBARI, DIST-, P.O-109, BR. KUCHLIBARI, DIST-         COOCHBEHAR, COOCHBEHAR                             Tel :033-22126753","033-22126753","newtea@yahoo.com","Kolkata"
314,"MAHALDERAM","173","Darjeeling Hills / Terai","DARJEELING","KUESEONG","Public Ltd Co",110.07,67.9,"TRA","PO-BAGDORA,, DIST DARJEELING",,,"JUTE & STORES LTD.","90/31, D.H. ROAD,KOLKATA-, 700038","09330124797","","","NIL","NIL","","","Kolkata"
315,"MAJHERDABRI","175","Dooars","JALPAIGURI","ALIPURDUAR","Public Ltd Co",486.5,382.27,"TRA","P.O: ALIPURDUAR JUNCTION DIST, JALPAIGURI PIN:736121",,,"BINOD KR. AGARWAL","P/3 NEW CIT ROAD 2ND FLOOR,, KOLKATA-700076","03322372825/94340051120","03322253969","dabritea@yahoo.co.in","GIRIRAJ AGARWAL","3RD FLOOR, APPOLO TOWER,, SEVOKE ROAD,SILIGURI 734401","9832039123/03322372825","dabritea@yahoo.co.in","Kolkata"
316,"MATHURA TEA ESTATE","9","Dooars","JALPAIGURI","ALIPURDUAR","Public Ltd Co",984.01,701.18,"ITA","P.O-MATHURA BAGAN",,,"MCLEOD RUSSEL INDIA LIMITED","SURENDRA MOHAN GHOSH, SARANI, FOUR MANGOE LANE,, KOLKATA-1","033-22101221","033-22488114","administrator@wmg.co.in","NIL","NIL","","","Kolkata"
317,"NIMTIJHORA TEA ESTATE","730","Dooars","JALPAIGURI","ALIPURDUAR","Public Ltd Co",575.45,396.15,"ITA","P.O.KALCHINI,DIST;JALPAIGURI,WEST, BENGAL",,,"KHAYERBARI TEA CO. LTD.","NIMTI, BHAWAN,SAMAJPARA,JALPAIGUR, I","09434019481","03532502313","nimtitea@yahoo.in","SHRI SHYAM SUNDAR GOYAL","NIMTI, BHAWAN,SAMAJPARA,JALPAIGUR, I","09434019481","nimtitea@yahoo.in","Other / Unspecified"
318,"PATKAPRA TEA ESTATE","976","Dooars","JALPAIGURI","ALIPURDUAR","Public Ltd Co",592.58,470.65,"ITA","POST,ALIPURDUAR, JALPAIGURI",,,"DOOARS PLANTATION &","INDUSTRIES LTD.,, 3A RIPON STREET KOLKATA-, 700016, E-, Mail :dooarsplantations@hotmail.com","033-22292983","033-22292976","dooarsplantations@hotmail.com","DOOARS PLANTATION &","INDUSTRIES LTD.,, 3A RIPON STREET KOLKATA-, 700016, E-, Mail :dooarsplantations@hotmail.com","033-22292983","dooarsplantations@hotmail.com","Kolkata"
319,"MATIKUNDA TEA ESTATE","4168","Terai","UTTAR DINAJPUR","ISLAMPUR","Public Ltd Co",113.08,62.11,"ITPA","P.O. MATIKUNDA,UTTAR DINAJPUR",,,"BIJLIMONI TEA & FINANCE LTD.","I & L ALIPUR ROAD,KOLKATA-27","9831000353","","","BIJLIMONI TEA & FINANCE LTD.","I & L ALIPUR ROAD,KOLKATA-27","9831000353","","Kolkata"
320,"PRAKASH CHANDRA TEA ESTATE","4151","Terai","UTTAR DINAJPUR","ISLAMPUR","Proprietorship",12.14,11.61,"","P.O:VAISVITA, DIST: NORTH DINAJPUR, WEST BENGAL",,,"0","","","","","0","6,SAYED MUSTAFA ALI               6,SAYED MUSTAFA ALI, ROAD,HAKIMPARA                    ROAD,HAKIMPARA, SILIGURI-1                        SILIGURI-1, WEST BENGAL.                      WEST BENGAL.","9434019869","","Siliguri"
321,"PROVA TEA ESTATE","3730","Terai","UTTAR DINAJPUR","ISLAMPUR","Proprietorship",26.81,24.81,"","P.O:DEBIJHORA, DIST.NORTH DINAJPUR, WEST BENGAL",,,"540","","","","","0","C/O:PROVA TEA SETAE               23,DURGA BAS BANERJEE, P.O : DEBIJHORA                   BYLANE, WEST BENGAL                       ASHRAMPARA, DIST.NORTH DINAJPUR               SILIGURI(W.B), WEST BENGAL                       Tel :0353-2642678","0353-2642678","","Siliguri"
322,"RIGHTEX TRADING (P) LTD.","4154","Terai","UTTAR DINAJPUR","ISLAMPUR","Public Ltd Co",29.58,23.16,"None","PO-DEBIJHORA,DIST-NORTH, DINAJPUR,WB",,,"RIGHTEX TRADING (P) LTD.","6, SAYED MUSTAFA ALI, ROAD,HAKIMPARA,SILIGURI","9434019869","","","BIMAN DUTTA","6,SAYED MUSTAFA ALI, ROAD,HAKIMPARA","9733017325","","Siliguri"
323,"SOLODIGHI TEA ESTATE","3990","Terai","UTTAR DINAJPUR","ISLAMPUR","Public Ltd Co",42.46,39.67,"TRA","VILL: SOLODIGHI, P.O. DEBIJHORA,, DIST: UTTAR DINAJPUR",,,"TOPICAL TEA CO. PVT. LTD.","N.S. ROAD, ISLAMPUR,P.O./P.S.:, ISLAMPUR, DIST. UTTAR, DINAJPUR","03526255224","","acpranab@yahoo.co.in","SHRI PRANAB KUMAR ADAK","N.S. ROAD, ISLAMPUR,P.O./P.S.:, ISLAMPUR, DIST. UTTAR, DINAJPUR","03526255224","acpranab@yahoo.co.in","Islampur"
324,"TULSIVITA TEA ESTATE","4155","Terai","UTTAR DINAJPUR","ISLAMPUR","Partnership",41.846,40.75,"TRA","VILLAGE: HAFTIAGACH,P.O., BHOSPITA,DIST: UTTAR DINAJPUR, (W.B.)",,,"TULSIVIA AGRO FAM","HIGH SCHOOL MORE,, ISLAMPUR,UTAR DINAJPUR(W.B)","03526257268","","das.swapan65@yahoo.com","SHRI SWAPAN DAS & CHANDAN","DAS, HIGH SCHOOL MORE,, ISLAMPUR,UTAR DINAJPUR(W.B)","09434044624","das.swapan65@yahoo.com","Islampur"
